mm9_chr1_11017025_11017401_+	376
mm9_chr1_11734825_11735326_+	501
mm9_chr1_12605475_12606176_+	701
mm9_chr1_12680375_12681376_+	1001
mm9_chr1_13416275_13416776_+	501
mm9_chr1_13850975_13851726_+	751
mm9_chr1_16239075_16239476_+	401
mm9_chr1_24202950_24203501_+	551
mm9_chr1_24247025_24247776_+	751
mm9_chr1_24317000_24317926_+	926
mm9_chr1_24619125_24620251_+	1126
mm9_chr1_34047600_34048426_+	826
mm9_chr1_35932075_35932501_+	426
mm9_chr1_36073875_36074376_+	501
mm9_chr1_36121625_36122026_+	401
mm9_chr1_38569125_38569776_+	651
mm9_chr1_38699200_38700076_+	876
mm9_chr1_38814425_38815151_+	726
mm9_chr1_40409775_40410326_+	551
mm9_chr1_40797450_40797926_+	476
mm9_chr1_42596475_42597751_+	1276
mm9_chr1_43501875_43502576_+	701
mm9_chr1_44736000_44736551_+	551
mm9_chr1_45824125_45824551_+	426
mm9_chr1_46886875_46887376_+	501
mm9_chr1_46910250_46910676_+	426
mm9_chr1_51029300_51029776_+	476
mm9_chr1_52363600_52364201_+	601
mm9_chr1_52709575_52710251_+	676
mm9_chr1_56053925_56054726_+	801
mm9_chr1_57262500_57262876_+	376
mm9_chr1_59326875_59327401_+	526
mm9_chr1_59379025_59379626_+	601
mm9_chr1_59538100_59538576_+	476
mm9_chr1_59573025_59573401_+	376
mm9_chr1_61354850_61355301_+	451
mm9_chr1_61357725_61360026_+	2301
mm9_chr1_61974750_61975426_+	676
mm9_chr1_62237025_62237476_+	451
mm9_chr1_62429600_62430101_+	501
mm9_chr1_62691275_62691951_+	676
mm9_chr1_64113400_64113976_+	576
mm9_chr1_64211025_64211501_+	476
mm9_chr1_66297950_66298401_+	451
mm9_chr1_66643700_66644526_+	826
mm9_chr1_67034100_67034576_+	476
mm9_chr1_71156125_71157051_+	926
mm9_chr1_72356200_72356976_+	776
mm9_chr1_73298400_73298976_+	576
mm9_chr1_73410200_73410776_+	576
mm9_chr1_73749000_73749501_+	501
mm9_chr1_73802250_73802901_+	651
mm9_chr1_73805100_73805951_+	851
mm9_chr1_75475475_75476176_+	701
mm9_chr1_75664050_75664576_+	526
mm9_chr1_75769425_75770151_+	726
mm9_chr1_75782700_75783176_+	476
mm9_chr1_75979625_75980951_+	1326
mm9_chr1_76279925_76280401_+	476
mm9_chr1_77008625_77009351_+	726
mm9_chr1_81741000_81741801_+	801
mm9_chr1_82199075_82199826_+	751
mm9_chr1_82287875_82288451_+	576
mm9_chr1_82357500_82358051_+	551
mm9_chr1_82473450_82473826_+	376
mm9_chr1_84545925_84546926_+	1001
mm9_chr1_88139675_88140226_+	551
mm9_chr1_88196650_88197151_+	501
mm9_chr1_88330800_88331401_+	601
mm9_chr1_89743425_89744276_+	851
mm9_chr1_92015625_92016476_+	851
mm9_chr1_92793500_92794176_+	676
mm9_chr1_94267975_94268651_+	676
mm9_chr1_94687825_94688351_+	526
mm9_chr1_95117125_95117776_+	651
mm9_chr1_106985450_106985951_+	501
mm9_chr1_108494300_108494826_+	526
mm9_chr1_120721925_120722576_+	651
mm9_chr1_120722675_120723926_+	1251
mm9_chr1_120798700_120799126_+	426
mm9_chr1_120948725_120949351_+	626
mm9_chr1_120950325_120950876_+	551
mm9_chr1_121353175_121353826_+	651
mm9_chr1_133274925_133275476_+	551
mm9_chr1_133421625_133422176_+	551
mm9_chr1_135638425_135639351_+	926
mm9_chr1_135659325_135659976_+	651
mm9_chr1_135837975_135838476_+	501
mm9_chr1_135963625_135964301_+	676
mm9_chr1_137023275_137023751_+	476
mm9_chr1_137556050_137556576_+	526
mm9_chr1_138625050_138625451_+	401
mm9_chr1_139270075_139270701_+	626
mm9_chr1_139796550_139797576_+	1026
mm9_chr1_140241575_140242201_+	626
mm9_chr1_140302150_140303151_+	1001
mm9_chr1_140317550_140318076_+	526
mm9_chr1_152440675_152441176_+	501
mm9_chr1_153533000_153533351_+	351
mm9_chr1_155488800_155489301_+	501
mm9_chr1_156930300_156931076_+	776
mm9_chr1_157059675_157060451_+	776
mm9_chr1_158684525_158685251_+	726
mm9_chr1_158690925_158691476_+	551
mm9_chr1_163913825_163915176_+	1351
mm9_chr1_163929850_163930726_+	876
mm9_chr1_163934450_163934901_+	451
mm9_chr1_163944900_163946301_+	1401
mm9_chr1_163946525_163948101_+	1576
mm9_chr1_163950325_163951151_+	826
mm9_chr1_163953900_163954626_+	726
mm9_chr1_163966200_163967801_+	1601
mm9_chr1_164004800_164005551_+	751
mm9_chr1_164056575_164056976_+	401
mm9_chr1_164116775_164118176_+	1401
mm9_chr1_164146625_164148276_+	1651
mm9_chr1_164211625_164212626_+	1001
mm9_chr1_164761825_164763051_+	1226
mm9_chr1_165287975_165288901_+	926
mm9_chr1_165391200_165391801_+	601
mm9_chr1_165504925_165505301_+	376
mm9_chr1_165588250_165589126_+	876
mm9_chr1_165612925_165613651_+	726
mm9_chr1_165687325_165688026_+	701
mm9_chr1_165774000_165774651_+	651
mm9_chr1_165782900_165783751_+	851
mm9_chr1_165828000_165828801_+	801
mm9_chr1_167625350_167625926_+	576
mm9_chr1_167764450_167764926_+	476
mm9_chr1_169214375_169214776_+	401
mm9_chr1_172041025_172041551_+	526
mm9_chr1_173210900_173211726_+	826
mm9_chr1_173470750_173471351_+	601
mm9_chr1_173492575_173493226_+	651
mm9_chr1_174231225_174231676_+	451
mm9_chr1_180480650_180481076_+	426
mm9_chr1_180498825_180499651_+	826
mm9_chr1_180658175_180659101_+	926
mm9_chr1_180662800_180663651_+	851
mm9_chr1_180800100_180801476_+	1376
mm9_chr1_180991975_180992451_+	476
mm9_chr1_181127425_181129076_+	1651
mm9_chr1_181225750_181226301_+	551
mm9_chr1_181360150_181360601_+	451
mm9_chr1_181511650_181512301_+	651
mm9_chr1_182064125_182064551_+	426
mm9_chr1_182215750_182216501_+	751
mm9_chr1_186068100_186068651_+	551
mm9_chr1_186177825_186178576_+	751
mm9_chr1_190550575_190551376_+	801
mm9_chr1_191746750_191747276_+	526
mm9_chr1_194621950_194622676_+	726
mm9_chr1_194626100_194626476_+	376
mm9_chr1_194661125_194661776_+	651
mm9_chr10_5111200_5111551_+	351
mm9_chr10_7387275_7387651_+	376
mm9_chr10_7943650_7944376_+	726
mm9_chr10_8550150_8550926_+	776
mm9_chr10_8573150_8573951_+	801
mm9_chr10_10574125_10574701_+	576
mm9_chr10_16727700_16728176_+	476
mm9_chr10_16794200_16795276_+	1076
mm9_chr10_16820450_16821151_+	701
mm9_chr10_16933075_16933501_+	426
mm9_chr10_17447225_17448026_+	801
mm9_chr10_18824725_18825526_+	801
mm9_chr10_19924400_19924901_+	501
mm9_chr10_21308225_21308951_+	726
mm9_chr10_23252050_23252876_+	826
mm9_chr10_23430325_23431126_+	801
mm9_chr10_23431625_23432126_+	501
mm9_chr10_24646675_24647351_+	676
mm9_chr10_25091550_25092301_+	751
mm9_chr10_25105475_25106051_+	576
mm9_chr10_27316950_27317501_+	551
mm9_chr10_29444925_29446151_+	1226
mm9_chr10_30047300_30048626_+	1326
mm9_chr10_31019975_31020501_+	526
mm9_chr10_36204475_36205276_+	801
mm9_chr10_36860425_36861226_+	801
mm9_chr10_37117450_37117951_+	501
mm9_chr10_39379600_39380151_+	551
mm9_chr10_41776725_41777226_+	501
mm9_chr10_42817250_42818076_+	826
mm9_chr10_43159325_43159776_+	451
mm9_chr10_43442025_43443426_+	1401
mm9_chr10_44859750_44861151_+	1401
mm9_chr10_44949700_44950351_+	651
mm9_chr10_45533650_45534326_+	676
mm9_chr10_45613575_45614426_+	851
mm9_chr10_56612725_56613651_+	926
mm9_chr10_56699500_56700126_+	626
mm9_chr10_56760075_56760576_+	501
mm9_chr10_59365175_59365926_+	751
mm9_chr10_59414450_59415326_+	876
mm9_chr10_66429300_66429876_+	576
mm9_chr10_66466800_66467901_+	1101
mm9_chr10_67818375_67818851_+	476
mm9_chr10_67819375_67819976_+	601
mm9_chr10_68715850_68716451_+	601
mm9_chr10_68776600_68777276_+	676
mm9_chr10_68814825_68815526_+	701
mm9_chr10_69046425_69047451_+	1026
mm9_chr10_72330175_72331276_+	1101
mm9_chr10_76949550_76950026_+	476
mm9_chr10_79117425_79118301_+	876
mm9_chr10_79315500_79316001_+	501
mm9_chr10_79391250_79392051_+	801
mm9_chr10_79395425_79395801_+	376
mm9_chr10_80118700_80119076_+	376
mm9_chr10_82505175_82505976_+	801
mm9_chr10_82597375_82598151_+	776
mm9_chr10_83635825_83636251_+	426
mm9_chr10_83875875_83876326_+	451
mm9_chr10_83903200_83904026_+	826
mm9_chr10_85757575_85758601_+	1026
mm9_chr10_85888350_85888826_+	476
mm9_chr10_87331425_87332151_+	726
mm9_chr10_90644100_90644601_+	501
mm9_chr10_90685025_90685801_+	776
mm9_chr10_90692250_90692676_+	426
mm9_chr10_90704025_90704951_+	926
mm9_chr10_92019800_92020451_+	651
mm9_chr10_95170575_95171626_+	1051
mm9_chr10_95192425_95193051_+	626
mm9_chr10_96509825_96510676_+	851
mm9_chr10_98725325_98726051_+	726
mm9_chr10_98731125_98732051_+	926
mm9_chr10_98761275_98762376_+	1101
mm9_chr10_98821875_98822451_+	576
mm9_chr10_98852750_98854126_+	1376
mm9_chr10_99211425_99211926_+	501
mm9_chr10_99274825_99275426_+	601
mm9_chr10_103832850_103833251_+	401
mm9_chr10_110231825_110232201_+	376
mm9_chr10_114957125_114957601_+	476
mm9_chr10_115807825_115808676_+	851
mm9_chr10_117020475_117021376_+	901
mm9_chr10_117106925_117107701_+	776
mm9_chr10_117558875_117559426_+	551
mm9_chr10_119198900_119199401_+	501
mm9_chr10_119684350_119684876_+	526
mm9_chr10_119870475_119871026_+	551
mm9_chr10_120309100_120309951_+	851
mm9_chr10_120665250_120666051_+	801
mm9_chr10_120680575_120681201_+	626
mm9_chr10_120942425_120942726_+	301
mm9_chr10_121722650_121723051_+	401
mm9_chr10_122195300_122195901_+	601
mm9_chr10_122206000_122206576_+	576
mm9_chr10_125223925_125224476_+	551
mm9_chr10_125246800_125247551_+	751
mm9_chr10_125359200_125359851_+	651
mm9_chr10_125404550_125405251_+	701
mm9_chr10_125406125_125406726_+	601
mm9_chr10_125406975_125408201_+	1226
mm9_chr10_125626025_125626526_+	501
mm9_chr10_126415625_126416001_+	376
mm9_chr10_127533750_127534176_+	426
mm9_chr10_128216525_128216926_+	401
mm9_chr11_3266375_3267126_+	751
mm9_chr11_3439000_3439676_+	676
mm9_chr11_5197175_5197551_+	376
mm9_chr11_7114225_7114551_+	326
mm9_chr11_8559000_8559551_+	551
mm9_chr11_8684775_8685201_+	426
mm9_chr11_11708975_11709751_+	776
mm9_chr11_11755050_11755451_+	401
mm9_chr11_11778550_11779251_+	701
mm9_chr11_11837300_11837801_+	501
mm9_chr11_18351225_18351626_+	401
mm9_chr11_18816325_18817176_+	851
mm9_chr11_23972100_23972551_+	451
mm9_chr11_24530475_24530876_+	401
mm9_chr11_24650250_24650601_+	351
mm9_chr11_24872300_24872826_+	526
